geo,sector,year,elec_carb_int_inp,elec_gen_GWh_inp,elec_value_inp,emis_int_inp,emissions_MtCo2_inp,ind_val_add_2019_bln_inp,ind_val_add_2019bln_inp,ind_val_add_nom_bln_inp,pcap_emis_int_inp,pop_inp,rba_inflator_inp,resi_emis_int_inp
NT,Commercial Transport,2048,,,,,,,,,,,,
NT,Commercial Transport,2049,,,,,,,,,,,,
NT,Commercial Transport,2050,,,,,,,,,,,,
NT,Construction,1990,,,,,,,,,,,,
NT,Construction,2005,,,,,0.091,,,,,,,
NT,Construction,2006,,,,,,,,,,,,
NT,Construction,2007,,,,,,,,,,,,
NT,Construction,2008,,,,,,,,,,,,
NT,Construction,2009,,,,0.04536840993837143,0.08164,1.79949,,1463.0,,,,
NT,Construction,2010,,,,0.05039629265889999,0.0839,1.664805,,1353.5,,,,
NT,Construction,2011,,,,0.04980438355367454,0.08561,1.718925,,1397.5,,,,
NT,Construction,2012,,,,0.03528459025100948,0.09433,2.673405,,2173.5,,,,
NT,Construction,2013,,,,0.03489400667653478,0.11775,3.374505,,2743.5,,,,
NT,Construction,2014,,,,0.03738901112619571,0.10782,2.883735,,2344.5,,,,
NT,Construction,2015,,,,0.03841739948011725,0.11114,2.89296,,2352.0,,,,
NT,Construction,2016,,,,0.036102573174417146,0.12245,3.391725,,2757.5,,,,
NT,Construction,2017,,,,0.033475999967140124,0.12225,3.6518699999999997,,2969.0,,,,
NT,Construction,2018,,,,0.068536826495304,0.16638,2.4276,,2380.0,,,,
NT,Construction,2019,,,,,,,,,,,,
NT,Construction,2020,,,,,,,,,,,,
NT,Construction,2021,,,,,,,,,,,,
NT,Construction,2022,,,,,,,,,,,,
NT,Construction,2023,,,,,,,,,,,,
NT,Construction,2024,,,,,,,,,,,,
NT,Construction,2025,,,,,,,,,,,,
NT,Construction,2026,,,,,,,,,,,,
NT,Construction,2027,,,,,,,,,,,,
NT,Construction,2028,,,,,,,,,,,,
NT,Construction,2029,,,,,,,,,,,,
NT,Construction,2030,,,,,,,,,,,,
NT,Construction,2031,,,,,,,,,,,,
NT,Construction,2032,,,,,,,,,,,,
NT,Construction,2033,,,,,,,,,,,,
NT,Construction,2034,,,,,,,,,,,,
NT,Construction,2035,,,,,,,,,,,,
NT,Construction,2036,,,,,,,,,,,,
NT,Construction,2037,,,,,,,,,,,,
NT,Construction,2038,,,,,,,,,,,,
NT,Construction,2039,,,,,,,,,,,,
NT,Construction,2040,,,,,,,,,,,,
NT,Construction,2041,,,,,,,,,,,,
NT,Construction,2042,,,,,,,,,,,,
NT,Construction,2043,,,,,,,,,,,,
NT,Construction,2044,,,,,,,,,,,,
NT,Construction,2045,,,,,,,,,,,,
NT,Construction,2046,,,,,,,,,,,,
NT,Construction,2047,,,,,,,,,,,,
NT,Construction,2048,,,,,,,,,,,,
NT,Construction,2049,,,,,,,,,,,,
NT,Construction,2050,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",1990,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2005,,,,,1.478,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2006,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2007,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2008,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2009,,,,6.5722848674515255,1.9846,0.301965,,245.5,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2010,,,,6.556030193070292,2.14097,0.326565,,265.5,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2011,,,,5.619014959921128,1.9662899999999999,0.349935,,284.5,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2012,,,,5.542766363624229,2.0759600000000002,0.37453499999999995,,304.5,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2013,,,,4.907875552919663,1.98607,0.40467000000000003,,329.0,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2014,,,,4.644866834875246,2.0710300000000004,0.445875,,362.5,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2015,,,,4.259621982409082,2.04858,0.48093,,391.0,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2016,,,,3.9955978584176086,2.01498,0.5043,,410.0,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2017,,,,3.860381132285126,2.0844899999999997,0.5399700000000001,,439.0,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2018,,,,5.232358418227627,2.38831,0.45644999999999997,,447.5,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2019,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2020,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2021,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2022,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2023,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2024,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2025,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2026,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2027,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2028,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2029,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2030,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2031,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2032,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2033,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2034,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2035,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2036,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2037,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2038,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2039,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2040,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2041,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2042,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2043,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2044,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2045,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2046,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2047,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2048,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2049,,,,,,,,,,,,
NT,"Electricity generation, Gas, Water & Waste Services",2050,,,,,,,,,,,,
NT,LULUCF,1990,,,,,,,,,,,,
NT,LULUCF,2005,,,,,6.058,,,,,,,
NT,LULUCF,2006,,,,,,,,,,,,
NT,LULUCF,2007,,,,,,,,,,,,
NT,LULUCF,2008,,,,,,,,,,,,
NT,LULUCF,2009,,,,,8.46514,,,,,,,
NT,LULUCF,2010,,,,,5.37646,,,,,,,
NT,LULUCF,2011,,,,,3.5044,,,,,,,
NT,LULUCF,2012,,,,,2.3611,,,,,,,
NT,LULUCF,2013,,,,,4.13642,,,,,,,
NT,LULUCF,2014,,,,,3.4768000000000003,,,,,,,
NT,LULUCF,2015,,,,,3.66947,,,,,,,
NT,LULUCF,2016,,,,,4.44395,,,,,,,
NT,LULUCF,2017,,,,,6.16292,,,,,,,
NT,LULUCF,2018,,,,,5.50675,,,,,,,
NT,LULUCF,2019,,,,,,,,,,,,
NT,LULUCF,2020,,,,,,,,,,,,
NT,LULUCF,2021,,,,,,,,,,,,
NT,LULUCF,2022,,,,,,,,,,,,
NT,LULUCF,2023,,,,,,,,,,,,
NT,LULUCF,2024,,,,,,,,,,,,
NT,LULUCF,2025,,,,,,,,,,,,
NT,LULUCF,2026,,,,,,,,,,,,
NT,LULUCF,2027,,,,,,,,,,,,
NT,LULUCF,2028,,,,,,,,,,,,
NT,LULUCF,2029,,,,,,,,,,,,
NT,LULUCF,2030,,,,,,,,,,,,
NT,LULUCF,2031,,,,,,,,,,,,
NT,LULUCF,2032,,,,,,,,,,,,
NT,LULUCF,2033,,,,,,,,,,,,
NT,LULUCF,2034,,,,,,,,,,,,
NT,LULUCF,2035,,,,,,,,,,,,
NT,LULUCF,2036,,,,,,,,,,,,
NT,LULUCF,2037,,,,,,,,,,,,
NT,LULUCF,2038,,,,,,,,,,,,
NT,LULUCF,2039,,,,,,,,,,,,
NT,LULUCF,2040,,,,,,,,,,,,
NT,LULUCF,2041,,,,,,,,,,,,
NT,LULUCF,2042,,,,,,,,,,,,
NT,LULUCF,2043,,,,,,,,,,,,
NT,LULUCF,2044,,,,,,,,,,,,
NT,LULUCF,2045,,,,,,,,,,,,
NT,LULUCF,2046,,,,,,,,,,,,
NT,LULUCF,2047,,,,,,,,,,,,
NT,LULUCF,2048,,,,,,,,,,,,
NT,LULUCF,2049,,,,,,,,,,,,
NT,LULUCF,2050,,,,,,,,,,,,
NT,Manufacturing,1990,,,,,,,,,,,,
NT,Manufacturing,2005,,,,,1.7,,,,,,,
NT,Manufacturing,2006,,,,,,,,,,,,
NT,Manufacturing,2007,,,,,,,,,,,,
NT,Manufacturing,2008,,,,,,,,,,,,
NT,Manufacturing,2009,,,,1.2390607522993071,1.56748,1.265055,,1028.5,,,,
NT,Manufacturing,2010,,,,1.2261999583808725,1.70882,1.3935899999999999,,1133.0,,,,
NT,Manufacturing,2011,,,,1.1320836849225164,1.69045,1.49322,,1214.0,,,,
NT,Manufacturing,2012,,,,1.1131566604127578,1.70874,1.53504,,1248.0,,,,
NT,Manufacturing,2013,,,,0.9512953094670792,1.4433099999999999,1.517205,,1233.5,,,,
NT,Manufacturing,2014,,,,0.7658193011425587,1.0922,1.426185,,1159.5,,,,
NT,Manufacturing,2015,,,,0.14215984190871528,0.18596000000000001,1.308105,,1063.5,,,,
NT,Manufacturing,2016,,,,0.09075087648497994,0.10794,1.18941,,967.0,,,,
NT,Manufacturing,2017,,,,0.09834459790381037,0.11044,1.12299,,913.0,,,,
NT,Manufacturing,2018,,,,0.11664019763543321,0.11237,0.96339,,944.5,,,,
NT,Manufacturing,2019,,,,,,,,,,,,
NT,Manufacturing,2020,,,,,,,,,,,,
NT,Manufacturing,2021,,,,,,,,,,,,
NT,Manufacturing,2022,,,,,,,,,,,,
NT,Manufacturing,2023,,,,,,,,,,,,
NT,Manufacturing,2024,,,,,,,,,,,,
NT,Manufacturing,2025,,,,,,,,,,,,
NT,Manufacturing,2026,,,,,,,,,,,,
NT,Manufacturing,2027,,,,,,,,,,,,
NT,Manufacturing,2028,,,,,,,,,,,,
NT,Manufacturing,2029,,,,,,,,,,,,
NT,Manufacturing,2030,,,,,,,,,,,,
NT,Manufacturing,2031,,,,,,,,,,,,
NT,Manufacturing,2032,,,,,,,,,,,,
NT,Manufacturing,2033,,,,,,,,,,,,
NT,Manufacturing,2034,,,,,,,,,,,,
NT,Manufacturing,2035,,,,,,,,,,,,
NT,Manufacturing,2036,,,,,,,,,,,,
NT,Manufacturing,2037,,,,,,,,,,,,
NT,Manufacturing,2038,,,,,,,,,,,,
NT,Manufacturing,2039,,,,,,,,,,,,
NT,Manufacturing,2040,,,,,,,,,,,,
NT,Manufacturing,2041,,,,,,,,,,,,
NT,Manufacturing,2042,,,,,,,,,,,,
NT,Manufacturing,2043,,,,,,,,,,,,
NT,Manufacturing,2044,,,,,,,,,,,,
NT,Manufacturing,2045,,,,,,,,,,,,
NT,Manufacturing,2046,,,,,,,,,,,,
NT,Manufacturing,2047,,,,,,,,,,,,
NT,Manufacturing,2048,,,,,,,,,,,,
NT,Manufacturing,2049,,,,,,,,,,,,
NT,Manufacturing,2050,,,,,,,,,,,,
NT,Mining,1990,,,,,,,,,,,,
NT,Mining,2005,,,,,0.773,,,,,,,
NT,Mining,2006,,,,,,,,,,,,
NT,Mining,2007,,,,,,,,,,,,
NT,Mining,2008,,,,,,,,,,,,
NT,Mining,2009,,,,0.4489119017541912,2.42537,5.402774999999999,,4392.5,,,,
NT,Mining,2010,,,,0.47367184107901833,2.37824,5.02086,,4082.0,,,,
NT,Mining,2011,,,,0.37859550847519197,2.0843499999999997,5.5054799999999995,,4476.0,,,,
NT,Mining,2012,,,,0.36285171390301757,2.03851,5.618024999999999,,4567.5,,,,
NT,Mining,2013,,,,0.42473762404113113,2.4514899999999997,5.771775,,4692.5,,,,
NT,Mining,2014,,,,0.5106514356282803,2.67948,5.24718,,4266.0,,,,
NT,Mining,2015,,,,0.7260840720421656,2.9659299999999997,4.08483,,3321.0,,,,
NT,Mining,2016,,,,0.8752803236451256,3.14581,3.59406,,2922.0,,,,
NT,Mining,2017,,,,0.6742804475308031,2.5532,3.786555,,3078.5,,,,
NT,Mining,2018,,,,0.654882096554018,2.8352399999999998,4.32939,,4244.5,,,,
NT,Mining,2019,,,,,,,,,,,,
NT,Mining,2020,,,,,,,,,,,,
NT,Mining,2021,,,,,,,,,,,,
NT,Mining,2022,,,,,,,,,,,,
NT,Mining,2023,,,,,,,,,,,,
NT,Mining,2024,,,,,,,,,,,,
NT,Mining,2025,,,,,,,,,,,,
NT,Mining,2026,,,,,,,,,,,,
NT,Mining,2027,,,,,,,,,,,,
NT,Mining,2028,,,,,,,,,,,,
NT,Mining,2029,,,,,,,,,,,,
NT,Mining,2030,,,,,,,,,,,,
NT,Mining,2031,,,,,,,,,,,,
NT,Mining,2032,,,,,,,,,,,,
NT,Mining,2033,,,,,,,,,,,,
NT,Mining,2034,,,,,,,,,,,,
NT,Mining,2035,,,,,,,,,,,,
NT,Mining,2036,,,,,,,,,,,,
NT,Mining,2037,,,,,,,,,,,,
NT,Mining,2038,,,,,,,,,,,,
NT,Mining,2039,,,,,,,,,,,,
NT,Mining,2040,,,,,,,,,,,,
NT,Mining,2041,,,,,,,,,,,,
NT,Mining,2042,,,,,,,,,,,,
NT,Mining,2043,,,,,,,,,,,,
NT,Mining,2044,,,,,,,,,,,,
NT,Mining,2045,,,,,,,,,,,,
NT,Mining,2046,,,,,,,,,,,,
NT,Mining,2047,,,,,,,,,,,,
NT,Mining,2048,,,,,,,,,,,,
NT,Mining,2049,,,,,,,,,,,,
NT,Mining,2050,,,,,,,,,,,,
NT,Overall,1990,,,,,,,,,,,,
NT,Overall,2005,,,,,,,,,,,,
NT,Overall,2006,,,,,,,,,,,,
NT,Overall,2007,,,,,,,,,,,,
NT,Overall,2008,,,,,,,,,,,,
NT,Overall,2009,,,,,,,,,80.55794219274688,0.226027,1.23,2.0988642949736094
NT,Overall,2010,,,,,,,,,69.18551819582379,0.229778,1.2,2.081661429727824
NT,Overall,2011,,,,,,,,,60.6684191411722,0.231292,1.16,2.1740916244401016
NT,Overall,2012,,,,,,,,,54.953818112455764,0.235915,1.14,1.9670220206430282
NT,Overall,2013,,,,,,,,,61.282795939136705,0.241722,1.11,1.9177402139648028
NT,Overall,2014,,,,,,,,,58.24623086613915,0.242894,1.09,1.919767470583876
NT,Overall,2015,,,,,,,,,56.02349075572556,0.244692,1.07,2.0217252709528712
NT,Overall,2016,,,,,,,,,60.16220418596699,0.245678,1.06,2.183223569061943
NT,Overall,2017,,,,,,,,,64.28375306368838,0.247659,1.04,2.12090010861709
NT,Overall,2018,,,,,,,,,64.30763503018463,0.249796,1.02,2.385986965363737
NT,Overall,2019,,,,,,,,,,0.252035,,
NT,Overall,2020,,,,,,,,,,0.254322,,
NT,Overall,2021,,,,,,,,,,0.25711,,
NT,Overall,2022,,,,,,,,,,0.259911,,
NT,Overall,2023,,,,,,,,,,0.263224,,
NT,Overall,2024,,,,,,,,,,0.266539,,
NT,Overall,2025,,,,,,,,,,0.269844,,
NT,Overall,2026,,,,,,,,,,0.273668,,
NT,Overall,2027,,,,,,,,,,0.277485,,
NT,Overall,2028,,,,,,,,,,0.281308,,
NT,Overall,2029,,,,,,,,,,0.285135,,
NT,Overall,2030,,,,,,,,,,0.288967,,
NT,Overall,2031,,,,,,,,,,0.292807,,
NT,Overall,2032,,,,,,,,,,0.29665,,
NT,Overall,2033,,,,,,,,,,0.300499,,
NT,Overall,2034,,,,,,,,,,0.304354,,
NT,Overall,2035,,,,,,,,,,0.308217,,
NT,Overall,2036,,,,,,,,,,0.31209,,
NT,Overall,2037,,,,,,,,,,0.315979,,
NT,Overall,2038,,,,,,,,,,0.319883,,
NT,Overall,2039,,,,,,,,,,0.323808,,
NT,Overall,2040,,,,,,,,,,0.327753,,
NT,Overall,2041,,,,,,,,,,0.331718,,
NT,Overall,2042,,,,,,,,,,0.335704,,
NT,Overall,2043,,,,,,,,,,0.339712,,
NT,Overall,2044,,,,,,,,,,0.343743,,
NT,Overall,2045,,,,,,,,,,0.347796,,
NT,Overall,2046,,,,,,,,,,0.351872,,
NT,Overall,2047,,,,,,,,,,0.355972,,
NT,Overall,2048,,,,,,,,,,0.360096,,
NT,Overall,2049,,,,,,,,,,0.364244,,
NT,Overall,2050,,,,,,,,,,0.368415,,
NT,Residential,1990,,,,,,,,,,,,
NT,Residential,2005,,,,,0.454,,,,,,,
NT,Residential,2006,,,,,,,,,,,,
NT,Residential,2007,,,,,,,,,,,,
NT,Residential,2008,,,,,,,,,,,,
NT,Residential,2009,,,,,0.4744,,,,,,,
NT,Residential,2010,,,,,0.47831999999999997,,,,,,,
NT,Residential,2011,,,,,0.50285,,,,,,,
NT,Residential,2012,,,,,0.46405,,,,,,,
NT,Residential,2013,,,,,0.46356,,,,,,,
NT,Residential,2014,,,,,0.4663,,,,,,,
NT,Residential,2015,,,,,0.4947,,,,,,,
NT,Residential,2016,,,,,0.53637,,,,,,,
NT,Residential,2017,,,,,0.52526,,,,,,,
NT,Residential,2018,,,,,0.59601,,,,,,,
NT,Residential,2019,,,,,,,,,,,,
NT,Residential,2020,,,,,,,,,,,,
NT,Residential,2021,,,,,,,,,,,,
NT,Residential,2022,,,,,,,,,,,,
NT,Residential,2023,,,,,,,,,,,,
NT,Residential,2024,,,,,,,,,,,,
NT,Residential,2025,,,,,,,,,,,,
NT,Residential,2026,,,,,,,,,,,,
NT,Residential,2027,,,,,,,,,,,,
NT,Residential,2028,,,,,,,,,,,,
NT,Residential,2029,,,,,,,,,,,,
NT,Residential,2030,,,,,,,,,,,,
NT,Residential,2031,,,,,,,,,,,,
NT,Residential,2032,,,,,,,,,,,,
NT,Residential,2033,,,,,,,,,,,,
NT,Residential,2034,,,,,,,,,,,,
NT,Residential,2035,,,,,,,,,,,,
NT,Residential,2036,,,,,,,,,,,,
NT,Residential,2037,,,,,,,,,,,,
NT,Residential,2038,,,,,,,,,,,,
NT,Residential,2039,,,,,,,,,,,,
NT,Residential,2040,,,,,,,,,,,,
NT,Residential,2041,,,,,,,,,,,,
NT,Residential,2042,,,,,,,,,,,,
NT,Residential,2043,,,,,,,,,,,,
NT,Residential,2044,,,,,,,,,,,,
NT,Residential,2045,,,,,,,,,,,,
NT,Residential,2046,,,,,,,,,,,,
NT,Residential,2047,,,,,,,,,,,,
NT,Residential,2048,,,,,,,,,,,,
NT,Residential,2049,,,,,,,,,,,,
NT,Residential,2050,,,,,,,,,,,,
NT,Services,1990,,,,,,,,,,,,
NT,Services,2005,,,,,0.211,,,,,,,
NT,Services,2006,,,,,,,,,,,,
NT,Services,2007,,,,,,,,,,,,
NT,Services,2008,,,,,,,,,,,,
NT,Services,2009,,,,0.024153118866912314,0.21543,8.919345,,7251.5,,,,
NT,Services,2010,,,,0.021817564412750966,0.21074,9.65919,,7853.0,,,,
NT,Services,2011,,,,0.02157525319695041,0.22679,10.51158,,8546.0,,,,
NT,Services,2012,,,,0.01949003627403404,0.21988999999999997,11.282174999999999,,9172.5,,,,
NT,Services,2013,,,,0.019650247567622424,0.23429,11.923005,,9693.5,,,,
NT,Services,2014,,,,0.025804188574763885,0.32074,12.429765,,10105.5,,,,
NT,Services,2015,,,,0.02042212895556132,0.26232,12.84489,,10443.0,,,,
NT,Services,2016,,,,0.021389878988145327,0.28634,13.386705,,10883.5,,,,
NT,Services,2017,,,,0.021014629569237282,0.29384,13.98264,,11368.0,,,,
NT,Services,2018,,,,0.03397494637755265,0.40264999999999995,11.85138,,11619.0,,,,
NT,Services,2019,,,,,,,,,,,,
NT,Services,2020,,,,,,,,,,,,
NT,Services,2021,,,,,,,,,,,,
NT,Services,2022,,,,,,,,,,,,
NT,Services,2023,,,,,,,,,,,,
NT,Services,2024,,,,,,,,,,,,
NT,Services,2025,,,,,,,,,,,,
NT,Services,2026,,,,,,,,,,,,
NT,Services,2027,,,,,,,,,,,,
NT,Services,2028,,,,,,,,,,,,
NT,Services,2029,,,,,,,,,,,,
NT,Services,2030,,,,,,,,,,,,
NT,Services,2031,,,,,,,,,,,,
NT,Services,2032,,,,,,,,,,,,
NT,Services,2033,,,,,,,,,,,,
NT,Services,2034,,,,,,,,,,,,
NT,Services,2035,,,,,,,,,,,,
NT,Services,2036,,,,,,,,,,,,
NT,Services,2037,,,,,,,,,,,,
NT,Services,2038,,,,,,,,,,,,
NT,Services,2039,,,,,,,,,,,,
NT,Services,2040,,,,,,,,,,,,
NT,Services,2041,,,,,,,,,,,,
NT,Services,2042,,,,,,,,,,,,
NT,Services,2043,,,,,,,,,,,,
NT,Services,2044,,,,,,,,,,,,
NT,Services,2045,,,,,,,,,,,,
NT,Services,2046,,,,,,,,,,,,
NT,Services,2047,,,,,,,,,,,,
NT,Services,2048,,,,,,,,,,,,
NT,Services,2049,,,,,,,,,,,,
NT,Services,2050,,,,,,,,,,,,
National,Agriculture,1990,,,,,,,,,,,,
National,Agriculture,2005,,,,,80.056,,,,,,,
National,Agriculture,2006,,,,,78.547,,,,,,,
National,Agriculture,2007,,,,,74.65,,,,,,,
National,Agriculture,2008,,,,7.161337096268421,72.145,,23.9175,,,,,
National,Agriculture,2009,,,,6.668691425214513,72.468,,24.639975,,,,,
National,Agriculture,2010,,,,5.8995446329254735,70.14,,25.8912,,,,,
National,Agriculture,2011,,,,5.178295155231625,74.728,,27.19098,,,,,
National,Agriculture,2012,,,,5.002290614934683,76.173,,28.3461,,,,,
National,Agriculture,2013,,,,4.762888776941958,76.369,,28.197885000000003,,,,,
National,Agriculture,2014,,,,4.739204553234807,76.841,,28.846305000000005,,,,,
National,Agriculture,2015,,,,3.8889883284782703,74.037,,30.197005,,,,,
National,Agriculture,2016,,,,3.483416306018781,73.122,,32.73969,,,,,
National,Agriculture,2017,,,,3.4033591721857923,77.018,,32.95812,,,,,
National,Agriculture,2018,,,,,75.587,,,,,,,
National,Agriculture,2019,,,,,,,,,,,,
National,Agriculture,2020,,,,,,,,,,,,
National,Agriculture,2021,,,,,,,,,,,,
National,Agriculture,2022,,,,,,,,,,,,
National,Agriculture,2023,,,,,,,,,,,,
National,Agriculture,2024,,,,,,,,,,,,
National,Agriculture,2025,,,,,,,,,,,,
National,Agriculture,2026,,,,,,,,,,,,
National,Agriculture,2027,,,,,,,,,,,,
National,Agriculture,2028,,,,,,,,,,,,
National,Agriculture,2029,,,,,,,,,,,,
National,Agriculture,2030,,,,,,,,,,,,
National,Agriculture,2031,,,,,,,,,,,,
National,Agriculture,2032,,,,,,,,,,,,
National,Agriculture,2033,,,,,,,,,,,,
National,Agriculture,2034,,,,,,,,,,,,
National,Agriculture,2035,,,,,,,,,,,,
National,Agriculture,2036,,,,,,,,,,,,
National,Agriculture,2037,,,,,,,,,,,,
National,Agriculture,2038,,,,,,,,,,,,
National,Agriculture,2039,,,,,,,,,,,,
National,Agriculture,2040,,,,,,,,,,,,
National,Agriculture,2041,,,,,,,,,,,,
National,Agriculture,2042,,,,,,,,,,,,
National,Agriculture,2043,,,,,,,,,,,,
National,Agriculture,2044,,,,,,,,,,,,
National,Agriculture,2045,,,,,,,,,,,,
National,Agriculture,2046,,,,,,,,,,,,
National,Agriculture,2047,,,,,,,,,,,,
National,Agriculture,2048,,,,,,,,,,,,
National,Agriculture,2049,,,,,,,,,,,,
National,Agriculture,2050,,,,,,,,,,,,
National,Commercial Transport,1990,,,,,,,,,,,,
National,Commercial Transport,2005,,,,,22.6175,,,,,,,
National,Commercial Transport,2006,,,,,23.39587,,,,,,,
National,Commercial Transport,2007,,,,,25.383290000000002,,,,,,,
National,Commercial Transport,2008,,,,0.4151111022372191,25.98829,,62.605625,,,,,
National,Commercial Transport,2009,,,,0.4132035797740392,26.27425,,63.586695,,,,,
National,Commercial Transport,2010,,,,0.40607532310478456,27.26609,,67.1454,,,,,
National,Commercial Transport,2011,,,,0.40517815567387144,28.57899,,70.53437999999998,,,,,
National,Commercial Transport,2012,,,,0.3939284165625779,29.19773,,74.11937999999999,,,,,
National,Commercial Transport,2013,,,,0.3999229267161073,29.46238,,73.670145,,,,,
National,Commercial Transport,2014,,,,0.3964637687999231,29.402099999999997,,74.160875,,,,,
National,Commercial Transport,2015,,,,0.39071954755246224,29.670840000000002,,75.93897,,,,,
National,Commercial Transport,2016,,,,0.39832250817080156,30.96934,,77.74941,,,,,
National,Commercial Transport,2017,,,,0.4110673009694156,32.40654,,78.83512,,,,,
National,Commercial Transport,2018,,,,,32.696,,,,,,,
National,Commercial Transport,2019,,,,,,,,,,,,
National,Commercial Transport,2020,,,,,,,,,,,,
National,Commercial Transport,2021,,,,,,,,,,,,
National,Commercial Transport,2022,,,,,,,,,,,,
National,Commercial Transport,2023,,,,,,,,,,,,
National,Commercial Transport,2024,,,,,,,,,,,,
National,Commercial Transport,2025,,,,,,,,,,,,
National,Commercial Transport,2026,,,,,,,,,,,,
National,Commercial Transport,2027,,,,,,,,,,,,
National,Commercial Transport,2028,,,,,,,,,,,,
National,Commercial Transport,2029,,,,,,,,,,,,
National,Commercial Transport,2030,,,,,,,,,,,,
National,Commercial Transport,2031,,,,,,,,,,,,
National,Commercial Transport,2032,,,,,,,,,,,,
National,Commercial Transport,2033,,,,,,,,,,,,
National,Commercial Transport,2034,,,,,,,,,,,,
National,Commercial Transport,2035,,,,,,,,,,,,
National,Commercial Transport,2036,,,,,,,,,,,,
National,Commercial Transport,2037,,,,,,,,,,,,
National,Commercial Transport,2038,,,,,,,,,,,,
National,Commercial Transport,2039,,,,,,,,,,,,
National,Commercial Transport,2040,,,,,,,,,,,,
National,Commercial Transport,2041,,,,,,,,,,,,
National,Commercial Transport,2042,,,,,,,,,,,,
National,Commercial Transport,2043,,,,,,,,,,,,
National,Commercial Transport,2044,,,,,,,,,,,,
National,Commercial Transport,2045,,,,,,,,,,,,
National,Commercial Transport,2046,,,,,,,,,,,,
National,Commercial Transport,2047,,,,,,,,,,,,
National,Commercial Transport,2048,,,,,,,,,,,,
National,Commercial Transport,2049,,,,,,,,,,,,
National,Commercial Transport,2050,,,,,,,,,,,,
National,Construction,1990,,,,,,,,,,,,
National,Construction,2005,,,,,7.17003,,,,,,,
National,Construction,2006,,,,,7.26306,,,,,,,
National,Construction,2007,,,,,7.19413,,,,,,,
National,Construction,2008,,,,0.07665935818218059,7.21125,,94.06875,,,,,
National,Construction,2009,,,,0.07069564370799722,6.70228,,94.80470999999999,,,,,
National,Construction,2010,,,,0.06782837580149678,6.98597,,102.9948,,,,,
National,Construction,2011,,,,0.06578101378651194,7.06559,,107.41078,,,,,
National,Construction,2012,,,,0.06443085131744168,6.99997,,108.64313999999999,,,,,
National,Construction,2013,,,,0.06632131795447439,7.38688,,111.38017500000001,,,,,
National,Construction,2014,,,,0.06750103203043618,7.73263,,114.55573000000001,,,,,
